commit_hash,parent_commit,commit_date,package_path,pre_pname,pre_version,pre_fetcher_type,pre_fetcher_content,pre_builder_type,pre_nixpkgs_base,post_pname,post_version,post_fetcher_type,post_fetcher_content,post_builder_type,post_nixpkgs_base,version_changed,fetcher_hash_changed,fetcher_url_changed,fetcher_type_changed,builder_changed,change_category,diff_lines_added,diff_lines_removed,diff_lines_total,previous_update_date,previous_update_commit,days_since_previous_update,package_added_date,input_drvs_match,input_drvs_diff_count,random_order,post_src_ref,post_src_ref_attr,nurl_supported
ffd53dd5272390748d94c0a58db8ae9afb27db58,0a61d52b4ac61aafca327a5f11f2668c93737978,2025-09-12,pkgs/by-name/cl/cloudflare-cli/package.nix,cloudflare-cli,4.2.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""danielpigott"";␤    repo = ""cloudflare-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-cT+cMekXhHKfFi+dH1dCA/YNBSyYePJIZBSkDMPZZ14="";␤  }",mkDerivation,d33e926c80e6521a55da380a4c4c44a7462af405,cloudflare-cli,5.0.5,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""danielpigott"";␤    repo = ""cloudflare-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-+QlSKXkGXc72FCQAlfZnBK5tQ1jbpICxR1Xe73RSgbk="";␤  }",mkDerivation,098982b6eca9b809cc2f583e733338f5a36b3ad8,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,8,1,9,2025-03-12,e7706ec0dfe4248d85dc3e877b8783e696158b40,184,2025-03-12,FALSE,1,42,v5.0.5,tag,yes
c158b6865ff556bb89aa2bf0ba268f9042a15fd6,40ae799f1a076e5df247ed3666b33a054f20956b,2025-09-09,pkgs/by-name/cr/crow-translate/package.nix,crow-translate,3.1.0,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""invent.kde.org"";␤    owner = ""office"";␤    repo = ""crow-translate"";␤    rev = ""v${finalAttrs.version}"";␤    hash = ""sha256-zL+Ucw6rzIoEaBHi/uqKQB0cnR6aAcF8MPOG3hwK3iA="";␤    fetchSubmodules = true;␤  }",mkDerivation,ca77296380960cd497a765102eeb1356eb80fed0,crow-translate,4.0.2,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""invent.kde.org"";␤    owner = ""office"";␤    repo = ""crow-translate"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-hrxYC6zdh4aG9AkHZcnOE5jihJSo3xrq0hzBRE8NtRw="";␤    fetchSubmodules = true;␤  }",mkDerivation,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,25,23,48,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,49,2024-10-26,FALSE,19,43,v4.0.2,tag,yes
7b3b69d261cc6547a8961b64ba4fdd4f2f7d1cac,2ca437b4796d049192eb30576a50fef139038c09,2025-09-13,pkgs/by-name/ta/tabiew/package.nix,tabiew,0.11.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""shshemi"";␤    repo = ""tabiew"";␤    tag = ""v${version}"";␤    hash = ""sha256-ilZOXV9P3i2Gzcop9PRCHznorEdGMje097d9my0JVeU="";␤  }",buildRustPackage,ab6de70223e1d4c475e0dbac6aaa37fbfdf4d08c,tabiew,0.11.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""shshemi"";␤    repo = ""tabiew"";␤    tag = ""v${version}"";␤    hash = ""sha256-RvbHXnDaoqMHjA9u9kFs5MB6xeQG/E35PEu+1LIXIBU="";␤  }",buildRustPackage,ab6de70223e1d4c475e0dbac6aaa37fbfdf4d08c,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,6,2,8,2025-07-15,398b16e16cc688d8ffcf820d1ec50a55da44a108,60,2024-05-29,FALSE,1,44,v0.11.1,tag,yes
078e0d1eaf0522291778f1acc375cab2e6d53f67,1fb3afef2a83ff33e318d7b38e650e5cc46419f0,2025-09-11,pkgs/by-name/gf/gftp/package.nix,gftp,2.9.1b,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""masneyb"";␤    repo = ""gftp"";␤    tag = finalAttrs.version;␤    hash = ""sha256-0zdv2oYl24BXh61IGCWby/2CCkzNjLpDrAFc0J89Pw4="";␤  }",mkDerivation,d33e926c80e6521a55da380a4c4c44a7462af405,gftp,2.9.1b-unstable-2025-05-12,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""masneyb"";␤    repo = ""gftp"";␤    rev = ""48114635f7b7b1f9a5eda985021ea53b10a7a030"";␤    hash = ""sha256-unTsd2xX8Y71ItE3gYHoxUPgViK/xhZdx0IQYvDPaEc="";␤  }",mkDerivation,d33e926c80e6521a55da380a4c4c44a7462af405,TRUE,TRUE,TRUE,FALSE,FALSE,version_bump,4,22,26,2025-04-07,0b2d1c35b18725ae279ad537ee814f485737680e,157,2025-05-05,FALSE,7,45,48114635f7b7b1f9a5eda985021ea53b10a7a030,rev,yes
b3cc172e19b42fa6861aa06d6e8c99ff78ebce45,979a855bdf64f781ac6bdf7e6b42f4e3994d494b,2025-09-09,pkgs/by-name/sp/spotdl/package.nix,spotdl,4.2.11,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""spotDL"";␤    repo = ""spotify-downloader"";␤    tag = ""v${version}"";␤    hash = ""sha256-9PlqnpUlV5b8g+lctGjVL1Xgf25SS5xqkDaa1bSlxpk="";␤  }",buildPythonApplication,ca77296380960cd497a765102eeb1356eb80fed0,spotdl,4.4.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""spotDL"";␤    repo = ""spotify-downloader"";␤    tag = ""v${version}"";␤    hash = ""sha256-guQ8fIA20wtCkB5CkU7zg/INE+g8/fvQfIs5TNteQGo="";␤  }",buildPythonApplication,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,7,9,16,2025-06-06,264e9cb92811dd0ac300090264089e7eeacf4707,95,2024-11-09,FALSE,3,46,v4.4.2,tag,yes
a9df711087546c44e28a4a236071744939aabee7,94b167fcfb035c20f8c651901a5f61c0fef93716,2025-09-08,pkgs/by-name/an/anubis/package.nix,anubis,1.21.3,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""TecharoHQ"";␤    repo = ""anubis"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-CMFd9che+D1ot1Iqk0VcJmna0xIqHlRIvNnzYo+q+RU="";␤  }",buildGoModule,ca77296380960cd497a765102eeb1356eb80fed0,anubis,1.22.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""TecharoHQ"";␤    repo = ""anubis"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-LOYBl9r00AJljGvlacd506cLeMr8Ndh817/ZIw46Uu0="";␤  }",buildGoModule,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,TRUE,FALSE,mixed,30,26,56,2025-07-26,d09337b0038a6d75f70a2bedc387106e183f38ef,44,2025-03-21,FALSE,4,47,v1.22.0,tag,yes
b03e0dd68164e86da75f095afb7cc91efebb4517,60bfd9f7d412d164545fcd350ab0842417e4aa33,2025-09-09,pkgs/by-name/f2/f2/package.nix,f2,2.1.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""ayoisaiah"";␤    repo = ""f2"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-Roectcq8jMtw9bFnojJBq4+8dG7V4AGxclfqVSTdl4A="";␤  }",buildGoModule,ca77296380960cd497a765102eeb1356eb80fed0,f2,2.2.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""ayoisaiah"";␤    repo = ""f2"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-eIsy7YYWAiP4Oqla/wsJW2hQ1LgG+QkFxtUPagbmAuM="";␤  }",,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,3,6,2025-05-27,6b014c17a8fd01c306e7ecc08b5f5f47ea24b8eb,105,2024-11-09,FALSE,2,48,v2.2.0,tag,yes
f01814fafaa4ab49dbf14c60a5b7b27036be173f,1fdec5ccddf4f5f5c26ab50f1dad3577bebd37df,2025-09-08,pkgs/by-name/wl/wleave/package.nix,wleave,0.5.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""AMNatty"";␤    repo = ""wleave"";␤    rev = version;␤    hash = ""sha256-xl0JOepQDvYdeTv0LFYzp8QdufKXkayJcHklLBjupeA="";␤  }",buildRustPackage,ca77296380960cd497a765102eeb1356eb80fed0,wleave,0.6.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""AMNatty"";␤    repo = ""wleave"";␤    rev = version;␤    hash = ""sha256-+0EKnaxRaHRxRvhASuvfpUijEZJFimR4zSzOyC3FOkQ="";␤  }",buildRustPackage,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,14,7,21,2025-09-09,1fdec5ccddf4f5f5c26ab50f1dad3577bebd37df,1,2024-11-09,FALSE,3,49,0.6.2,rev,yes
d817ea82ac4b8ecb222b4ba7fceb2bdd0bfaf234,8eb28adfa3dc4de28e792e3bf49fcf9007ca8ac9,2025-09-07,pkgs/by-name/ag/agenda/package.nix,agenda,1.1.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""dahenson"";␤    repo = ""agenda"";␤    rev = version;␤    sha256 = ""sha256-tzGcqCxIkoBNskpadEqv289Sj5bij9u+LdYySiGdop8="";␤  }",mkDerivation,ca77296380960cd497a765102eeb1356eb80fed0,agenda,1.2.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""dahenson"";␤    repo = ""agenda"";␤    tag = version;␤    hash = ""sha256-CjlGkG43FFDdKGuwevBeCCazOzLcH114bqihMWTykC8="";␤  }",mkDerivation,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,2,9,11,2025-04-20,05580f4b4433fda48fff30f60dfd303d6ee05d21,140,2024-11-09,FALSE,2,50,1.2.1,tag,yes
6febf91f11fd424d60a52f0eac5bd324f1298279,44db9c3ace8c0044a53bde609bf7dc9cf3e71b38,2025-09-05,pkgs/by-name/wa/wakapi/package.nix,wakapi,2.14.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""muety"";␤    repo = ""wakapi"";␤    tag = version;␤    hash = ""sha256-ujHrb9yXUbUYB0JGftrdTfEeFakgwGJ7EH6e1KnyrnI="";␤  }",buildGoModule,ca77296380960cd497a765102eeb1356eb80fed0,wakapi,2.15.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""muety"";␤    repo = ""wakapi"";␤    tag = version;␤    hash = ""sha256-tRLZV8vZEvPq5hsUhj5h3AtSGvYXm1SXc+w3CRZFIRU="";␤  }",,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,3,6,2025-07-19,79a2c810199fbda80386f4ed91548768dcb984f8,48,2024-09-09,FALSE,2,51,2.15.0,tag,yes
3d7c3425c9150b86edb3d547836690fd574c3933,c0f4ab3eda7a0ba8b0aead3885af6dba98cb345a,2025-09-05,pkgs/by-name/am/amass/package.nix,amass,4.2.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""OWASP"";␤    repo = ""Amass"";␤    tag = ""v${version}"";␤    hash = ""sha256-lhvU2fUnjQ+D+EZDRircNg/np4Ynk+HzOBgxT1L8BaQ="";␤  }",buildGoModule,0987f8f26d7b889e23a7c533ae6d998b27924899,amass,5.0.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""OWASP"";␤    repo = ""Amass"";␤    tag = ""v${version}"";␤    hash = ""sha256-uAuBWzEwppnmYacfPI7MZUW+7PdSs3EqYm1WQI4fthQ="";␤  }",buildGoModule,ca77296380960cd497a765102eeb1356eb80fed0,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,6,13,19,2025-06-02,51104bca6e7b853662b31699baf526a57da5f2a7,95,2024-11-09,FALSE,2,52,v5.0.1,tag,yes
ece741069f0729c33dad6e9a78d56fec3efaf04a,50afe2d977582dec2a4e0cfda3654ba977ca048f,2025-09-03,pkgs/by-name/mq/mqtt-exporter/package.nix,mqtt-exporter,1.7.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""kpetremann"";␤    repo = ""mqtt-exporter"";␤    tag = ""v${version}"";␤    hash = ""sha256-aEuwJeNMB6sou6oyAwCj11lOdMCjCyEsrDcMF/pHzcg="";␤  }",buildPythonApplication,c6a788f552b7b7af703b1a29802a7233c0067908,mqtt-exporter,1.8.1-1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""kpetremann"";␤    repo = ""mqtt-exporter"";␤    tag = ""v${version}"";␤    hash = ""sha256-FBB8KvSLrcJ9pdfVq18ykovwApNZoOcU0xTfvAWTxpc="";␤  }",buildPythonApplication,c6a788f552b7b7af703b1a29802a7233c0067908,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,1,3,4,2025-03-08,349fdcd745173d0a6df586b86f67f492e6a5e070,179,2024-11-30,FALSE,1,53,v1.8.1-1,tag,yes
194fc7cb9e50fda9a63fca15a3183fcda68ac310,231bf43f72ff6cbc22bfb4f3ba4249cba5ef8375,2025-09-03,pkgs/by-name/yu/yubikey-manager/package.nix,yubikey-manager,5.7.2,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Yubico"";␤    repo = ""yubikey-manager"";␤    tag = version;␤    hash = ""sha256-dgOi9gJ7jO3+EjZQjHfx+KDsBtj6b4JWR3Bp9xWM6FI="";␤  }",buildPythonPackage,aaff8c16d7fc04991cac6245bee1baa31f72b1e1,yubikey-manager,5.8.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""Yubico"";␤    repo = ""yubikey-manager"";␤    tag = version;␤    hash = ""sha256-Z3krdKP6hhhIxN7nl/k5r30jFVC0kZK9Z6Aqllp/KrA="";␤  }",buildPythonPackage,aaff8c16d7fc04991cac6245bee1baa31f72b1e1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,7,8,15,2025-06-14,3a75333d2d9e9114e0d8223f8bcd9d3b32c6401f,81,2024-11-09,FALSE,1,54,5.8.0,tag,yes
8c9174bb2443e09b94b72fd6ae294349dd18f7cb,3fa223ce45c019d14c9efe268e80c4cf1cb0f62f,2025-09-03,pkgs/by-name/dn/dnsrecon/package.nix,dnsrecon,1.4.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""darkoperator"";␤    repo = ""dnsrecon"";␤    tag = version;␤    hash = ""sha256-uBb19JNlbevwqFSNzLzUmmDw063Hl7RPbu453tYZ3Gc="";␤  }",buildPythonApplication,aaff8c16d7fc04991cac6245bee1baa31f72b1e1,dnsrecon,1.5.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""darkoperator"";␤    repo = ""dnsrecon"";␤    tag = version;␤    hash = ""sha256-RX7A/vF19wTcvm+kP4ynarzGY+pUIj84zQJIM3tO/2M="";␤  }",buildPythonApplication,aaff8c16d7fc04991cac6245bee1baa31f72b1e1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,8,0,8,2025-07-21,28f54cbe33a41e14c42b7ec4b300033b166c2ecd,44,2024-11-09,FALSE,7,55,1.5.1,tag,yes
6d5d7154e094ffc018ac3249178d59ea8584778f,27fb23f48dbaa28c3965ff2e8ef766c7ab897888,2025-09-02,pkgs/by-name/go/go-camo/package.nix,go-camo,2.6.4,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""cactus"";␤    repo = ""go-camo"";␤    tag = ""v${version}"";␤    hash = ""sha256-BdKIfDDN6GXc53SFDkJ8Dui5rrm27blA+EEOS/oAanE="";␤  }",,58dcbf1ec551914c3756c267b8b9c8c86baa1b2f,go-camo,2.6.5,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""cactus"";␤    repo = ""go-camo"";␤    tag = ""v${version}"";␤    hash = ""sha256-+EHJIohHSWg12Tmn6hu1XUSVRyYWu3aFI7MF7+PnfFg="";␤  }",,58dcbf1ec551914c3756c267b8b9c8c86baa1b2f,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,3,6,2025-08-11,7f8e5b9fee37a58c12c19f8de5595ddf3d222774,22,2023-10-17,FALSE,2,56,v2.6.5,tag,yes
a3cdfe961dfd59803797b92278a6be7017a03710,45c83a49be3bb465ec17486ce2c8154480bdd78e,2025-08-03,pkgs/by-name/li/libnick/package.nix,libnick,2025.6.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""NickvisionApps"";␤    repo = ""libnick"";␤    tag = finalAttrs.version;␤    hash = ""sha256-Ir2Jke1zK4pKldQJHaT0Ju0ubz7H6nx16hDNl6u48Ck="";␤  }",mkDerivation,bf9fa86a9b1005d932f842edf2c38eeecc98eef3,libnick,2025.8.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""NickvisionApps"";␤    repo = ""libnick"";␤    tag = finalAttrs.version;␤    hash = ""sha256-LgvU5a3W5Oii6pRAAKZo28yOyPRUMjxwEXDZ2jXJPGM="";␤  }",mkDerivation,94bcd9f5bcc94c0a1451ea873e38dddea7360bdc,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,5,3,8,2025-07-22,5a0711127cd8b916c3d3128f473388c8c79df0da,12,2025-01-31,FALSE,2,57,2025.8.0,tag,yes
cd319b09216319a812031329cae1c5a97ce1e7c8,20075955deac2583bb12f07151c2df830ef346b4,2025-08-22,pkgs/by-name/wr/wrtag/package.nix,wrtag,0.15.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""sentriz"";␤    repo = ""wrtag"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-ev/dfj6WpBZzOaN1RXHcEmkd2pVLX92J/VhoMXYGPPw="";␤  }",buildGoModule,97eb7ee0da337d385ab015a23e15022c865be75c,wrtag,0.17.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""sentriz"";␤    repo = ""wrtag"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-fYxtZnOO4+uU6p8p7uNPDnIinUT+TYXfO3G17PtcqQA="";␤  }",buildGoModule,596312aae91421d6923f18cecce934a7d3bfd6b8,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,9,1,10,2025-07-31,5407242cb19ef54c45a8a5d6fca54b2359c9d8fe,22,2025-07-31,FALSE,1,58,v0.17.0,tag,yes
7c2bf912e9569409cbfc42ee9f545ff8351546f7,759dcc6981cd4aa222d36069f78fe7064d563305,2025-08-29,pkgs/by-name/sa/samrewritten/package.nix,samrewritten,202008-unstable-2025-03-11,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""PaulCombal"";␤    repo = ""SamRewritten"";␤    # The latest release is too old, use latest commit instead␤    rev = ""cac0291f3e4465135f5cf7d5b99fdb005fb23ade"";␤    hash = ""sha256-+f/j2q1lJ3yp3/BBgnK9kS4P3ULQ5onQPAcUV12LYnI="";␤  }",mkDerivation,6b0b1559e918d4f7d1df398ee1d33aeac586d4d6,samrewritten,20250802.1,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""PaulCombal"";␤    repo = ""SamRewritten"";␤    tag = finalAttrs.version;␤    hash = ""sha256-41fBafFmYW8uGICpIJtSnXDP+KV3uVInxm0op40V/tc="";␤  }",buildRustPackage,c73522789a3c7552b1122773d6eaa34e1491cc1c,TRUE,TRUE,TRUE,FALSE,TRUE,version_bump,26,20,46,2025-03-19,5e8defe22b9fd0982d8b46cad9ca2a5ae99fba89,163,2023-09-21,FALSE,20,59,20250802.1,tag,yes
e37fb4306b0665f29ef860b1c4bbbbf4db34cfb3,8c5f803260b721588fda776a178735b3a7e9f422,2025-08-31,pkgs/by-name/up/upcloud-cli/package.nix,upcloud-cli,3.21.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""UpCloudLtd"";␤    repo = ""upcloud-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-GN/GIqppSXDexe2KRH1RoVpm8HUkvsnul3H+q4OcjOA="";␤  }",buildGoModule,c73522789a3c7552b1122773d6eaa34e1491cc1c,upcloud-cli,3.22.0,fetchFromGitHub,"fetchFromGitHub {␤    owner = ""UpCloudLtd"";␤    repo = ""upcloud-cli"";␤    tag = ""v${finalAttrs.version}"";␤    hash = ""sha256-37e5eJdKqUMlipcViFC4bTtZSlL3PgjjPiTO3PJWpTw="";␤  }",,a918bb3594dd243c2f8534b3be01b3cb4ed35fd1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,3,6,2025-07-22,9127e920e39057b37c89d8061ff8769c1acbc530,40,2024-12-25,FALSE,2,60,v3.22.0,tag,yes
12be28bc4ce6deea7314649b5c3f9145cf8dba63,8c5f803260b721588fda776a178735b3a7e9f422,2025-08-31,pkgs/by-name/us/usbsdmux/package.nix,usbsdmux,24.1.1,fetchPypi,"fetchPypi {␤    inherit pname version;␤    hash = ""sha256-OtGgToDGUr6pBu9+LS/DxaYw/9+Pd6jPhxVDAM22HB4="";␤  }",buildPythonApplication,c73522789a3c7552b1122773d6eaa34e1491cc1c,usbsdmux,25.8,fetchPypi,"fetchPypi {␤    inherit pname version;␤    hash = ""sha256-/hDDEUvpdpUpg3ZVw8NWcDOLOtLu087Ki7FmGrDh9Gg="";␤  }",buildPythonApplication,a918bb3594dd243c2f8534b3be01b3cb4ed35fd1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,4,1,5,2025-07-13,3f6d337be6743edbda8f1457072d8b8591ae88d3,49,2024-11-09,FALSE,1,61,,,yes
329379cd71dd3ea553208437378778059da26414,2e6bbc0fb4584a8e9b34b89eeeaa86242a72d9cc,2025-08-30,pkgs/by-name/vk/vkd3d/package.nix,vkd3d,1.15,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""gitlab.winehq.org"";␤    owner = ""wine"";␤    repo = ""vkd3d"";␤    rev = ""vkd3d-${finalAttrs.version}"";␤    hash = ""sha256-EzXsYi9wC+JdMYE77cIeO2lV+fY4ViQM3+KcAJFv9tU="";␤  }",mkDerivation,c73522789a3c7552b1122773d6eaa34e1491cc1c,vkd3d,1.17,fetchFromGitLab,"fetchFromGitLab {␤    domain = ""gitlab.winehq.org"";␤    owner = ""wine"";␤    repo = ""vkd3d"";␤    tag = ""vkd3d-${finalAttrs.version}"";␤    hash = ""sha256-jxQ9L1GL4j3P5/nb79qAXQp8/IStOWmiK/vvbFxeg1k="";␤  }",mkDerivation,a918bb3594dd243c2f8534b3be01b3cb4ed35fd1,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,3,0,3,2025-02-20,c9935e34741b7258037862e2360732f50a074da4,191,2024-03-08,FALSE,2,62,vkd3d-1.17,tag,yes
2d1f19a49b6d5cdde39c08498dcb27aeeb3b8cae,ebe3396323bd11da59051b554fa01032b77589b1,2025-08-30,pkgs/by-name/vi/vivictpp/package.nix,vivictpp,1.1.0,fetchFromGitHub,"fetchFromGitHub {␤      owner = ""vivictorg"";␤      repo = ""vivictpp"";␤      rev = ""v${version}"";␤      hash = ""sha256-ScuCOmcK714YXEHncizwj6EWdiNIJA1xRMn5gfmg4K4="";␤    }",mkDerivation,ddd1826f294a0ee5fdc198ab72c8306a0ea73aa9,sources-with-subprojects,1.3.0,fetchFromGitHub,"fetchFromGitHub {␤      owner = ""vivictorg"";␤      repo = ""vivictpp"";␤      tag = ""v${version}"";␤      fetchSubmodules = true;␤      hash = ""sha256-yzUgLZbqEzyJINWQUTC/j33XbjSXP1vpDlgiKv6Jx9Q="";␤    }",mkDerivation,c73522789a3c7552b1122773d6eaa34e1491cc1c,TRUE,TRUE,FALSE,FALSE,FALSE,version_bump,10,2,12,2025-04-08,f42e00d66ef2539bc05fae91af407f16c44abccd,144,2024-09-25,FALSE,2,63,v1.3.0,tag,yes
